# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
NonBlockingReadAction.failedExecutionTimeUs,1757675384313000000,1757675389675000000,0
FlushQueue.waitingTimeAvgNs,1757675384313000000,1757675389675000000,0.0
NonBlockingReadAction.failedExecutionsCount,1757675384313000000,1757675389675000000,0
ReadAction.executionsCount,1757675384313000000,1757675389675000000,48707
FlushQueue.executionTimeMaxNs,1757675384313000000,1757675389675000000,0
AWTEventQueue.eventsDispatched,1757675384313000000,1757675389675000000,0
FlushQueue.queueSize90P,1757675384313000000,1757675389675000000,0
FlushQueue.queueSizeMax,1757675384313000000,1757675389675000000,0
FlushQueue.executionTime90PNs,1757675384313000000,1757675389675000000,0
FlushQueue.executionTimeAvgNs,1757675384313000000,1757675389675000000,0.0
NonBlockingReadAction.finalizedExecutionTimeUs,1757675384313000000,1757675389675000000,24712
WriteAction.executionsCount,1757675384313000000,1757675389675000000,1
FlushQueue.waitingTimeMaxNs,1757675384313000000,1757675389675000000,0
NonBlockingReadAction.finalizedExecutionsCount,1757675384313000000,1757675389675000000,14
FlushQueue.tasksExecuted,1757675384313000000,1757675389675000000,0
AWTEventQueue.dispatchTimeTotalNS,1757675384313000000,1757675389675000000,4627855404
AWTEventQueue.dispatchTimeAvgNs,1757675384313000000,1757675389675000000,0.0
AWTEventQueue.dispatchTimeMaxNs,1757675384313000000,1757675389675000000,0
FlushQueue.waitingTime90PNs,1757675384313000000,1757675389675000000,0
FlushQueue.queueSizeAvg,1757675384313000000,1757675389675000000,0.0
AWTEventQueue.dispatchTime90PNs,1757675384313000000,1757675389675000000,0
workspaceModel.update.unloaded.entities.ms,1757675384313000000,1757675389675000000,0
workspaceModel.initializing.ms,1757675384313000000,1757675389675000000,0
workspaceModel.collect.changes.ms,1757675384313000000,1757675389675000000,0
workspaceModel.replace.project.model.ms,1757675384313000000,1757675389675000000,0
workspaceModel.pre.handlers.ms,1757675384313000000,1757675389675000000,0
workspaceModel.check.recursive.update.ms,1757675384313000000,1757675389675000000,0
workspaceModel.updates.precise.ms,1757675384313000000,1757675389675000000,0
workspaceModel.to.snapshot.ms,1757675384313000000,1757675389675000000,0
workspaceModel.loading.total.ms,1757675384313000000,1757675389675000000,17
workspaceModel.init.bridges.ms,1757675384313000000,1757675389675000000,0
workspaceModel.updates.ms,1757675384313000000,1757675389675000000,0
workspaceModel.updates.count,1757675384313000000,1757675389675000000,0
workspaceModel.loading.from.cache.ms,1757675384313000000,1757675389675000000,11
MappedFileStorage.totalPagesMapped,1757675384313000000,1757675389675000000,0
FilePageCache.uncachedFileAccess,1757675384313000000,1757675389675000000,109
FilePageCacheLockFree.totalPagesWriteMs,1757675384313000000,1757675389675000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1757675384313000000,1757675389675000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1757675384313000000,1757675389675000000,0
FilePageCache.maxRegisteredFiles,1757675384313000000,1757675389675000000,529
FilePageCacheLockFree.totalPageAllocationsWaited,1757675384313000000,1757675389675000000,0
FilePageCacheLockFree.totalPagesRequested,1757675384313000000,1757675389675000000,4
