# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.global.apply.state.to.project.ms,1757675108384000000,1757675168392000000,14
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1757675108384000000,1757675168392000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1757675108384000000,1757675168392000000,6
workspaceModel.save.cache.to.file.ms,1757675108384000000,1757675168392000000,27
workspaceModel.mutableEntityStorage.add.diff.ms,1757675108384000000,1757675168392000000,2
workspaceModel.mutableEntityStorage.entities.ms,1757675108384000000,1757675168392000000,1
jps.module.iml.entities.serializer.load.entities.ms,1757675108384000000,1757675168392000000,8
jps.global.handle.changed.events.ms,1757675108384000000,1757675168392000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1757675108384000000,1757675168392000000,1
jps.global.get.libraries.ms,1757675108384000000,1757675168392000000,0
workspaceModel.sync.entities.ms,1757675108384000000,1757675168392000000,0
jps.apply.loaded.storage.ms,1757675108384000000,1757675168392000000,23
jps.module.iml.entities.serializer.save.entities.ms,1757675108384000000,1757675168392000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1757675108384000000,1757675168392000000,1
jps.save.changed.project.entities.ms,1757675108384000000,1757675168392000000,0
jps.artifact.entities.serializer.load.entities.ms,1757675108384000000,1757675168392000000,0
jps.global.handle.before.change.events.ms,1757675108384000000,1757675168392000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1757675108384000000,1757675168392000000,1
workspaceModel.moduleBridge.before.changed.ms,1757675108384000000,1757675168392000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1757675108384000000,1757675168392000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1757675108384000000,1757675168392000000,0
jps.library.entities.serializer.save.entities.ms,1757675108384000000,1757675168392000000,0
DirectByteBufferAllocator.reclaimed,1757675108384000000,1757675168392000000,3
FilePageCacheLockFree.totalPagesRequestsMs,1757675108384000000,1757675168392000000,2
DirectByteBufferAllocator.misses,1757675108384000000,1757675168392000000,220
FilePageCache.disposedBuffers,1757675108384000000,1757675168392000000,3
FilePageCache.uncachedFileAccess,1757675108384000000,1757675168392000000,130
StorageLockContext.competingThreads.avg,1757675108384000000,1757675168392000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1757675108384000000,1757675168392000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1757675108384000000,1757675168392000000,120
FilePageCache.pageHits,1757675108384000000,1757675168392000000,0
FilePageCacheLockFree.totalPagesHandedOver,1757675108384000000,1757675168392000000,0
FilePageCacheLockFree.totalPagesAllocated,1757675108384000000,1757675168392000000,2
MappedFileStorage.totalTimeSpentOnMappingUs,1757675108384000000,1757675168392000000,561
FilePageCacheLockFree.totalBytesRequested,1757675108384000000,1757675168392000000,155648
FilePageCache.pageLoads,1757675108384000000,1757675168392000000,221
FilePageCacheLockFree.heapBytesInUse,1757675108384000000,1757675168392000000,0
FilePageCache.totalPageLoadsUs,1757675108384000000,1757675168392000000,54224
FilePageCacheLockFree.housekeeperTimeSpentMs,1757675108384000000,1757675168392000000,93
FilePageCacheLockFree.totalHeapBytesAllocated,1757675108384000000,1757675168392000000,0
DirectByteBufferAllocator.hits,1757675108384000000,1757675168392000000,3
FilePageCacheLockFree.totalPageAllocationsWaited,1757675108384000000,1757675168392000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1757675108384000000,1757675168392000000,226525184
StorageLockContext.competingThreads.90P,1757675108384000000,1757675168392000000,0
FilePageCache.maxRegisteredFiles,1757675108384000000,1757675168392000000,544
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1757675108384000000,1757675168392000000,513196
FileChannelInterruptsRetryer.totalRetriedAttempts,1757675108384000000,1757675168392000000,0
FilePageCache.totalPageDisposalsUs,1757675108384000000,1757675168392000000,6917
FilePageCache.pageFastCacheHits,1757675108384000000,1757675168392000000,5938
FilePageCache.capacityInBytes,1757675108384000000,1757675168392000000,503316478
FilePageCache.maxCacheSizeInBytes,1757675108384000000,1757675168392000000,226508800
FilePageCacheLockFree.nativeBytesInUse,1757675108384000000,1757675168392000000,16384
FilePageCacheLockFree.totalClosedStoragesReclaimed,1757675108384000000,1757675168392000000,0
StreamlinedBlobStorage.recordsAllocated,1757675108384000000,1757675168392000000,33153
StorageLockContext.competingThreads.max,1757675108384000000,1757675168392000000,0
FilePageCacheLockFree.totalPagesWriteMs,1757675108384000000,1757675168392000000,0
MappedFileStorage.storages,1757675108384000000,1757675168392000000,15
MappedFileStorage.totalPagesMapped,1757675108384000000,1757675168392000000,15
DirectByteBufferAllocator.disposed,1757675108384000000,1757675168392000000,0
StreamlinedBlobStorage.recordsDeleted,1757675108384000000,1757675168392000000,20
FilePageCacheLockFree.totalBytesWritten,1757675108384000000,1757675168392000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1757675108384000000,1757675168392000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1757675108384000000,1757675168392000000,16384
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1757675108384000000,1757675168392000000,2386009
StreamlinedBlobStorage.recordsRelocated,1757675108384000000,1757675168392000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1757675108384000000,1757675168392000000,0
FilePageCacheLockFree.totalPagesRequested,1757675108384000000,1757675168392000000,19
FilePageCacheLockFree.totalPagesWritten,1757675108384000000,1757675168392000000,0
FilePageCacheLockFree.totalBytesRead,1757675108384000000,1757675168392000000,2131
FilePageCacheLockFree.housekeeperTurnsSkipped,1757675108384000000,1757675168392000000,46988
FilePageCacheLockFree.totalPagesReadMs,1757675108384000000,1757675168392000000,1
FilePageCache.pageLoadsAboveSizeThreshold,1757675108384000000,1757675168392000000,0
MappedFileStorage.totalBytesMapped,1757675108384000000,1757675168392000000,132382720
FilePageCacheLockFree.totalPagesReclaimed,1757675108384000000,1757675168392000000,0
FileNameCache.totalMisses,1757675108384000000,1757675168392000000,70871
FileNameCache.queries,1757675108384000000,1757675168392000000,1150195
JVM.maxNativeBytes,1757675108384000000,1757675168392000000,-1
JVM.maxHeapBytes,1757675108384000000,1757675168392000000,2147483648
JVM.usedHeapBytes,1757675108384000000,1757675168392000000,278203984
OS.loadAverage,1757675108384000000,1757675168392000000,2.7470703125
JVM.totalCpuTimeMs,1757675108384000000,1757675168392000000,48549
JVM.threadCount,1757675108384000000,1757675168392000000,145
JVM.GC.collections,1757675108384000000,1757675168392000000,27
JVM.totalBytesAllocated,1757675108384000000,1757675168392000000,2443089848
JVM.GC.collectionTimesMs,1757675108384000000,1757675168392000000,159
JVM.usedNativeBytes,1757675108384000000,1757675168392000000,392889992
NonBlockingReadAction.finalizedExecutionTimeUs,1757675168392000000,1757675181935000000,366
AWTEventQueue.dispatchTimeTotalNS,1757675168392000000,1757675181935000000,665545475
NonBlockingReadAction.finalizedExecutionsCount,1757675168392000000,1757675181935000000,2
NonBlockingReadAction.failedExecutionTimeUs,1757675168392000000,1757675181935000000,0
NonBlockingReadAction.failedExecutionsCount,1757675168392000000,1757675181935000000,0
workspaceModel.update.unloaded.entities.ms,1757675168392000000,1757675181935000000,0
workspaceModel.updates.precise.ms,1757675168392000000,1757675181935000000,9
workspaceModel.initializing.ms,1757675168392000000,1757675181935000000,1
workspaceModel.loading.total.ms,1757675168392000000,1757675181935000000,64
workspaceModel.collect.changes.ms,1757675168392000000,1757675181935000000,0
workspaceModel.replace.project.model.ms,1757675168392000000,1757675181935000000,0
workspaceModel.updates.ms,1757675168392000000,1757675181935000000,33
workspaceModel.pre.handlers.ms,1757675168392000000,1757675181935000000,0
workspaceModel.check.recursive.update.ms,1757675168392000000,1757675181935000000,0
workspaceModel.to.snapshot.ms,1757675168392000000,1757675181935000000,1
workspaceModel.updates.count,1757675168392000000,1757675181935000000,3
workspaceModel.loading.from.cache.ms,1757675168392000000,1757675181935000000,59
workspaceModel.init.bridges.ms,1757675168392000000,1757675181935000000,1
Indexes.entries.lookupDurationAvgMs,1757675168392000000,1757675181935000000,0.0
Indexes.entries.lookupDuration90PMs,1757675168392000000,1757675181935000000,0.0
Indexes.allKeys.lookups,1757675168392000000,1757675181935000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1757675168392000000,1757675181935000000,0.0
Indexes.stubs.lookups,1757675168392000000,1757675181935000000,0.0
Indexes.stubs.lookupDuration90PMs,1757675168392000000,1757675181935000000,0.0
Indexes.stubs.lookupDurationAvgMs,1757675168392000000,1757675181935000000,0.0
Indexes.entries.lookups,1757675168392000000,1757675181935000000,0.0
Indexes.entries.lookupDurationMaxMs,1757675168392000000,1757675181935000000,0.0
Indexes.allKeys.lookupDuration90PMs,1757675168392000000,1757675181935000000,0.0
Indexes.stubs.lookupDurationMaxMs,1757675168392000000,1757675181935000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1757675168392000000,1757675181935000000,0.0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1757675168392000000,1757675181935000000,0
workspaceModel.orphan.listener.update.ms,1757675168392000000,1757675181935000000,1
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1757675168392000000,1757675181935000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1757675168392000000,1757675181935000000,23
workspaceModel.load.cache.metadata.from.file.ms,1757675168392000000,1757675181935000000,10
jps.facet.change.listener.before.change.events.ms,1757675168392000000,1757675181935000000,0
jps.project.serializers.load.ms,1757675168392000000,1757675181935000000,17
workspaceModel.moduleManagerBridge.load.module.ms,1757675168392000000,1757675181935000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1757675168392000000,1757675181935000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1757675168392000000,1757675181935000000,0
jps.project.serializers.save.ms,1757675168392000000,1757675181935000000,1
workspaceModel.moduleBridgeLoader.loading.modules.ms,1757675168392000000,1757675181935000000,284
workspaceModel.load.cache.from.file.ms,1757675168392000000,1757675181935000000,57
jps.facet.change.listener.init.bridge.ms,1757675168392000000,1757675181935000000,0
jps.app.storage.content.reader.load.component.ms,1757675168392000000,1757675181935000000,1
jps.artifact.entities.serializer.save.entities.ms,1757675168392000000,1757675181935000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1757675168392000000,1757675181935000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1757675168392000000,1757675181935000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1757675168392000000,1757675181935000000,65
jps.load.initial.state.ms,1757675168392000000,1757675181935000000,3
jps.facet.change.listener.process.change.events.ms,1757675168392000000,1757675181935000000,0
jps.library.entities.serializer.load.entities.ms,1757675168392000000,1757675181935000000,0
jps.global.initialize.library.bridges.ms,1757675168392000000,1757675181935000000,0
jps.storage.jps.conf.reader.load.component.ms,1757675168392000000,1757675181935000000,4
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1757675168392000000,1757675181935000000,1
workspaceModel.mutableEntityStorage.to.snapshot.ms,1757675168392000000,1757675181935000000,1
workspaceModel.mutableEntityStorage.replace.by.source.ms,1757675168392000000,1757675181935000000,5
workspaceModel.mutableEntityStorage.put.entity.ms,1757675168392000000,1757675181935000000,4
workspaceModel.global.updates.count,1757675168392000000,1757675181935000000,0
workspaceModel.global.updates.ms,1757675168392000000,1757675181935000000,0
jps.global.get.library.ms,1757675168392000000,1757675181935000000,0
jps.global.get.library.by.name.ms,1757675168392000000,1757675181935000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1757675168392000000,1757675181935000000,0
jps.reload.project.entities.ms,1757675168392000000,1757675181935000000,0
workspaceModel.moduleBridge.update.option.ms,1757675168392000000,1757675181935000000,0
jps.app.storage.content.writer.save.component.ms,1757675168392000000,1757675181935000000,0
jps.save.global.entities.ms,1757675168392000000,1757675181935000000,1
workspaceModel.mutableEntityStorage.remove.entity.ms,1757675168392000000,1757675181935000000,0
jps.load.project.to.empty.storage.ms,1757675168392000000,1757675181935000000,40
workspaceModel.moduleManagerBridge.newModule.ms,1757675168392000000,1757675181935000000,0
jps.global.initialize.library.bridges.after.loading.ms,1757675168392000000,1757675181935000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1757675168392000000,1757675181935000000,0
workspaceModel.global.apply.state.to.project.ms,1757675168392000000,1757675181935000000,14
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1757675168392000000,1757675181935000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1757675168392000000,1757675181935000000,6
workspaceModel.save.cache.to.file.ms,1757675168392000000,1757675181935000000,27
workspaceModel.mutableEntityStorage.add.diff.ms,1757675168392000000,1757675181935000000,2
workspaceModel.mutableEntityStorage.entities.ms,1757675168392000000,1757675181935000000,1
jps.module.iml.entities.serializer.load.entities.ms,1757675168392000000,1757675181935000000,8
jps.global.handle.changed.events.ms,1757675168392000000,1757675181935000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1757675168392000000,1757675181935000000,1
jps.global.get.libraries.ms,1757675168392000000,1757675181935000000,0
workspaceModel.sync.entities.ms,1757675168392000000,1757675181935000000,0
jps.apply.loaded.storage.ms,1757675168392000000,1757675181935000000,23
jps.module.iml.entities.serializer.save.entities.ms,1757675168392000000,1757675181935000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1757675168392000000,1757675181935000000,1
jps.save.changed.project.entities.ms,1757675168392000000,1757675181935000000,1
jps.artifact.entities.serializer.load.entities.ms,1757675168392000000,1757675181935000000,0
jps.global.handle.before.change.events.ms,1757675168392000000,1757675181935000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1757675168392000000,1757675181935000000,1
workspaceModel.moduleBridge.before.changed.ms,1757675168392000000,1757675181935000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1757675168392000000,1757675181935000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1757675168392000000,1757675181935000000,0
jps.library.entities.serializer.save.entities.ms,1757675168392000000,1757675181935000000,0
DirectByteBufferAllocator.reclaimed,1757675168392000000,1757675181935000000,45
FilePageCacheLockFree.totalPagesRequestsMs,1757675168392000000,1757675181935000000,0
DirectByteBufferAllocator.misses,1757675168392000000,1757675181935000000,2
FilePageCache.disposedBuffers,1757675168392000000,1757675181935000000,221
FilePageCache.uncachedFileAccess,1757675168392000000,1757675181935000000,8
StorageLockContext.competingThreads.avg,1757675168392000000,1757675181935000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1757675168392000000,1757675181935000000,41975808
FilePageCacheLockFree.housekeeperTurnsDone,1757675168392000000,1757675181935000000,29
FilePageCache.pageHits,1757675168392000000,1757675181935000000,0
FilePageCacheLockFree.totalPagesHandedOver,1757675168392000000,1757675181935000000,0
FilePageCacheLockFree.totalPagesAllocated,1757675168392000000,1757675181935000000,0
FilePageCacheLockFree.totalBytesRequested,1757675168392000000,1757675181935000000,0
FilePageCache.pageLoads,1757675168392000000,1757675181935000000,3
FilePageCacheLockFree.heapBytesInUse,1757675168392000000,1757675181935000000,0
FilePageCache.totalPageLoadsUs,1757675168392000000,1757675181935000000,389
FilePageCacheLockFree.housekeeperTimeSpentMs,1757675168392000000,1757675181935000000,13
FilePageCacheLockFree.totalHeapBytesAllocated,1757675168392000000,1757675181935000000,0
DirectByteBufferAllocator.hits,1757675168392000000,1757675181935000000,1
FilePageCacheLockFree.totalPageAllocationsWaited,1757675168392000000,1757675181935000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1757675168392000000,1757675181935000000,41975808
StorageLockContext.competingThreads.90P,1757675168392000000,1757675181935000000,0
FilePageCache.maxRegisteredFiles,1757675168392000000,1757675181935000000,544
FileChannelInterruptsRetryer.totalRetriedAttempts,1757675168392000000,1757675181935000000,0
FilePageCache.totalPageDisposalsUs,1757675168392000000,1757675181935000000,3
FilePageCache.pageFastCacheHits,1757675168392000000,1757675181935000000,114
FilePageCache.capacityInBytes,1757675168392000000,1757675181935000000,503316478
FilePageCache.maxCacheSizeInBytes,1757675168392000000,1757675181935000000,228605952
FilePageCacheLockFree.nativeBytesInUse,1757675168392000000,1757675181935000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1757675168392000000,1757675181935000000,2
StorageLockContext.competingThreads.max,1757675168392000000,1757675181935000000,0
FilePageCacheLockFree.totalPagesWriteMs,1757675168392000000,1757675181935000000,0
DirectByteBufferAllocator.disposed,1757675168392000000,1757675181935000000,178
FilePageCacheLockFree.totalBytesWritten,1757675168392000000,1757675181935000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1757675168392000000,1757675181935000000,16384
FilePageCacheLockFree.totalNativeBytesAllocated,1757675168392000000,1757675181935000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1757675168392000000,1757675181935000000,0
FilePageCacheLockFree.totalPagesRequested,1757675168392000000,1757675181935000000,0
FilePageCacheLockFree.totalPagesWritten,1757675168392000000,1757675181935000000,0
FilePageCacheLockFree.totalBytesRead,1757675168392000000,1757675181935000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1757675168392000000,1757675181935000000,10589
FilePageCacheLockFree.totalPagesReadMs,1757675168392000000,1757675181935000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1757675168392000000,1757675181935000000,0
FilePageCacheLockFree.totalPagesReclaimed,1757675168392000000,1757675181935000000,2
