# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexes.allKeys.lookupDurationAvgMs,1757674225361000000,1757674285370000000,0.0
IndexesFlusher.totalFlushes,1757674225361000000,1757674285370000000,69
Indexes.entries.lookupDurationMaxMs,1757674225361000000,1757674285370000000,6.0
IndexesFlusher.totalFlushesRetried,1757674225361000000,1757674285370000000,17
Indexes.stubs.lookupDurationAvgMs,1757674225361000000,1757674285370000000,0.1047008547008547
IndexesFlusher.totalContentionQuotaSpent,1757674225361000000,1757674285370000000,20
Indexes.stubs.lookupDuration90PMs,1757674225361000000,1757674285370000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1757674225361000000,1757674285370000000,0.0
Indexes.entries.lookupDurationAvgMs,1757674225361000000,1757674285370000000,0.5769230769230769
Indexes.stubs.lookups,1757674225361000000,1757674285370000000,468.0
IndexesFlusher.totalFlushingTimeUs,1757674225361000000,1757674285370000000,566756
Indexes.allKeys.lookups,1757674225361000000,1757674285370000000,0.0
Indexes.stubs.lookupDurationMaxMs,1757674225361000000,1757674285370000000,7.0
Indexes.entries.lookups,1757674225361000000,1757674285370000000,26.0
Indexes.entries.lookupDuration90PMs,1757674225361000000,1757674285370000000,2.0
Indexes.allKeys.lookupDuration90PMs,1757674225361000000,1757674285370000000,0.0
FileNameCache.queries,1757674225361000000,1757674285370000000,4676635
FileNameCache.totalMisses,1757674225361000000,1757674285370000000,61840
JVM.totalBytesAllocated,1757674225361000000,1757674285370000000,21692260464
JVM.GC.collections,1757674225361000000,1757674285370000000,107
OS.loadAverage,1757674225361000000,1757674285370000000,2.9755859375
JVM.maxHeapBytes,1757674225361000000,1757674285370000000,2147483648
JVM.totalCpuTimeMs,1757674225361000000,1757674285370000000,107968
JVM.threadCount,1757674225361000000,1757674285370000000,158
JVM.usedNativeBytes,1757674225361000000,1757674285370000000,428319416
JVM.usedHeapBytes,1757674225361000000,1757674285370000000,376602264
JVM.maxNativeBytes,1757674225361000000,1757674285370000000,-1
JVM.GC.collectionTimesMs,1757674225361000000,1757674285370000000,443
workspaceModel.moduleBridge.facet.initialization.ms,1757674225361000000,1757674285370000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1757674225361000000,1757674285370000000,1
workspaceModel.mutableEntityStorage.add.entity.ms,1757674225361000000,1757674285370000000,8
workspaceModel.moduleManagerBridge.newModule.ms,1757674225361000000,1757674285370000000,0
workspaceModel.global.updates.count,1757674225361000000,1757674285370000000,0
jps.global.initialize.library.bridges.ms,1757674225361000000,1757674285370000000,0
jps.modifiable.module.model.bridge.new.module.ms,1757674225361000000,1757674285370000000,15
workspaceModel.mutableEntityStorage.put.entity.ms,1757674225361000000,1757674285370000000,5
jps.load.initial.state.ms,1757674225361000000,1757674285370000000,3
jps.global.get.libraries.ms,1757674225361000000,1757674285370000000,0
jps.save.changed.project.entities.ms,1757674225361000000,1757674285370000000,0
jps.modifiable.module.model.bridge.load.module.ms,1757674225361000000,1757674285370000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1757674225361000000,1757674285370000000,68
jps.storage.jps.conf.reader.load.component.ms,1757674225361000000,1757674285370000000,2
workspaceModel.load.cache.metadata.from.file.ms,1757674225361000000,1757674285370000000,0
jps.modifiable.module.model.bridge.disposing.ms,1757674225361000000,1757674285370000000,0
jps.project.serializers.load.ms,1757674225361000000,1757674285370000000,1
jps.reload.project.entities.ms,1757674225361000000,1757674285370000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1757674225361000000,1757674285370000000,0
workspaceModel.moduleBridge.before.changed.ms,1757674225361000000,1757674285370000000,0
jps.library.entities.serializer.load.entities.ms,1757674225361000000,1757674285370000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1757674225361000000,1757674285370000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1757674225361000000,1757674285370000000,1
workspaceModel.moduleManagerBridge.create.module.instance.ms,1757674225361000000,1757674285370000000,6
workspaceModel.load.cache.from.file.ms,1757674225361000000,1757674285370000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1757674225361000000,1757674285370000000,0
jps.global.get.library.by.name.ms,1757674225361000000,1757674285370000000,0
jps.global.handle.changed.events.ms,1757674225361000000,1757674285370000000,0
jps.modifiable.module.model.bridge.renaming.ms,1757674225361000000,1757674285370000000,0
workspaceModel.global.updates.ms,1757674225361000000,1757674285370000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1757674225361000000,1757674285370000000,0
workspaceModel.moduleBridge.update.option.ms,1757674225361000000,1757674285370000000,0
jps.artifact.entities.serializer.save.entities.ms,1757674225361000000,1757674285370000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1757674225361000000,1757674285370000000,0
