# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.to.snapshot.ms,1757676505413000000,1757676563903000000,1
workspaceModel.initializing.ms,1757676505413000000,1757676563903000000,0
workspaceModel.update.unloaded.entities.ms,1757676505413000000,1757676563903000000,0
workspaceModel.collect.changes.ms,1757676505413000000,1757676563903000000,0
workspaceModel.init.bridges.ms,1757676505413000000,1757676563903000000,0
workspaceModel.check.recursive.update.ms,1757676505413000000,1757676563903000000,0
workspaceModel.pre.handlers.ms,1757676505413000000,1757676563903000000,0
workspaceModel.loading.total.ms,1757676505413000000,1757676563903000000,74
workspaceModel.updates.precise.ms,1757676505413000000,1757676563903000000,8
workspaceModel.updates.count,1757676505413000000,1757676563903000000,3
workspaceModel.loading.from.cache.ms,1757676505413000000,1757676563903000000,68
workspaceModel.updates.ms,1757676505413000000,1757676563903000000,28
workspaceModel.replace.project.model.ms,1757676505413000000,1757676563903000000,0
WriteAction.executionsCount,1757676505413000000,1757676563903000000,9
AWTEventQueue.dispatchTimeTotalNS,1757676505413000000,1757676563903000000,5094439197
NonBlockingReadAction.finalizedExecutionTimeUs,1757676505413000000,1757676563903000000,531999
FlushQueue.waitingTime90PNs,1757676505413000000,1757676563903000000,0
NonBlockingReadAction.failedExecutionTimeUs,1757676505413000000,1757676563903000000,0
NonBlockingReadAction.finalizedExecutionsCount,1757676505413000000,1757676563903000000,29
FlushQueue.queueSizeMax,1757676505413000000,1757676563903000000,0
FlushQueue.waitingTimeAvgNs,1757676505413000000,1757676563903000000,0.0
FlushQueue.queueSizeAvg,1757676505413000000,1757676563903000000,0.0
AWTEventQueue.dispatchTimeMaxNs,1757676505413000000,1757676563903000000,0
AWTEventQueue.dispatchTime90PNs,1757676505413000000,1757676563903000000,0
FlushQueue.executionTimeMaxNs,1757676505413000000,1757676563903000000,0
FlushQueue.queueSize90P,1757676505413000000,1757676563903000000,0
FlushQueue.waitingTimeMaxNs,1757676505413000000,1757676563903000000,0
NonBlockingReadAction.failedExecutionsCount,1757676505413000000,1757676563903000000,0
FlushQueue.executionTime90PNs,1757676505413000000,1757676563903000000,0
FlushQueue.executionTimeAvgNs,1757676505413000000,1757676563903000000,0.0
AWTEventQueue.eventsDispatched,1757676505413000000,1757676563903000000,0
AWTEventQueue.dispatchTimeAvgNs,1757676505413000000,1757676563903000000,0.0
ReadAction.executionsCount,1757676505413000000,1757676563903000000,64379
FlushQueue.tasksExecuted,1757676505413000000,1757676563903000000,0
JVM.maxHeapBytes,1757676505413000000,1757676563903000000,2147483648
JVM.maxNativeBytes,1757676505413000000,1757676563903000000,-1
JVM.usedHeapBytes,1757676505413000000,1757676563903000000,379744832
OS.loadAverage,1757676505413000000,1757676563903000000,2.50048828125
JVM.totalBytesAllocated,1757676505413000000,1757676563903000000,2069017864
JVM.GC.collectionTimesMs,1757676505413000000,1757676563903000000,89
JVM.GC.collections,1757676505413000000,1757676563903000000,31
JVM.usedNativeBytes,1757676505413000000,1757676563903000000,392376992
JVM.totalCpuTimeMs,1757676505413000000,1757676563903000000,39083
JVM.threadCount,1757676505413000000,1757676563903000000,148
FilePageCacheLockFree.totalPagesAllocated,1757676505413000000,1757676563903000000,2
FilePageCache.maxCacheSizeInBytes,1757676505413000000,1757676563903000000,223363072
FilePageCacheLockFree.totalPagesRequested,1757676505413000000,1757676563903000000,13
FilePageCacheLockFree.totalClosedStoragesReclaimed,1757676505413000000,1757676563903000000,2
FilePageCacheLockFree.totalPageAllocationsWaited,1757676505413000000,1757676563903000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1757676505413000000,1757676563903000000,16384
FilePageCacheLockFree.housekeeperTimeSpentMs,1757676505413000000,1757676563903000000,132
FilePageCacheLockFree.totalBytesWritten,1757676505413000000,1757676563903000000,0
FilePageCacheLockFree.totalPagesWritten,1757676505413000000,1757676563903000000,0
FilePageCache.pageLoads,1757676505413000000,1757676563903000000,218
StorageLockContext.competingThreads.max,1757676505413000000,1757676563903000000,0
FilePageCache.disposedBuffers,1757676505413000000,1757676563903000000,213
FilePageCacheLockFree.heapBytesInUse,1757676505413000000,1757676563903000000,0
DirectByteBufferAllocator.disposed,1757676505413000000,1757676563903000000,168
FilePageCacheLockFree.totalPagesReclaimed,1757676505413000000,1757676563903000000,2
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1757676505413000000,1757676563903000000,47218688
FilePageCache.maxRegisteredFiles,1757676505413000000,1757676563903000000,544
FilePageCache.uncachedFileAccess,1757676505413000000,1757676563903000000,126
DirectByteBufferAllocator.misses,1757676505413000000,1757676563903000000,217
FilePageCache.totalPageDisposalsUs,1757676505413000000,1757676563903000000,7628
MappedFileStorage.totalBytesMapped,1757676505413000000,1757676563903000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1757676505413000000,1757676563903000000,41975808
DirectByteBufferAllocator.hits,1757676505413000000,1757676563903000000,3
FilePageCacheLockFree.totalPagesRequestsMs,1757676505413000000,1757676563903000000,2
FilePageCacheLockFree.totalPagesHandedOver,1757676505413000000,1757676563903000000,0
FilePageCache.pageFastCacheHits,1757676505413000000,1757676563903000000,6416
FilePageCache.capacityInBytes,1757676505413000000,1757676563903000000,503316478
FilePageCache.totalPageLoadsUs,1757676505413000000,1757676563903000000,135623
FilePageCache.pageLoadsAboveSizeThreshold,1757676505413000000,1757676563903000000,0
FilePageCache.pageHits,1757676505413000000,1757676563903000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1757676505413000000,1757676563903000000,0
FilePageCacheLockFree.nativeBytesInUse,1757676505413000000,1757676563903000000,0
FilePageCacheLockFree.totalBytesRequested,1757676505413000000,1757676563903000000,106496
StorageLockContext.competingThreads.90P,1757676505413000000,1757676563903000000,0
DirectByteBufferAllocator.reclaimed,1757676505413000000,1757676563903000000,47
FilePageCacheLockFree.housekeeperTurnsSkipped,1757676505413000000,1757676563903000000,45446
FileChannelInterruptsRetryer.totalRetriedAttempts,1757676505413000000,1757676563903000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1757676505413000000,1757676563903000000,16384
FilePageCacheLockFree.housekeeperTurnsDone,1757676505413000000,1757676563903000000,119
FilePageCacheLockFree.totalBytesRead,1757676505413000000,1757676563903000000,2131
MappedFileStorage.storages,1757676505413000000,1757676563903000000,0
FilePageCacheLockFree.totalPagesWriteMs,1757676505413000000,1757676563903000000,0
FilePageCacheLockFree.totalPagesReadMs,1757676505413000000,1757676563903000000,0
MappedFileStorage.totalPagesMapped,1757676505413000000,1757676563903000000,0
StorageLockContext.competingThreads.avg,1757676505413000000,1757676563903000000,0.0
MappedFileStorage.totalTimeSpentOnMappingUs,1757676505413000000,1757676563903000000,555
FilePageCacheLockFree.totalHeapBytesReclaimed,1757676505413000000,1757676563903000000,0
Indexes.stubs.lookupDurationAvgMs,1757676505413000000,1757676563903000000,0.0
Indexes.allKeys.lookupDuration90PMs,1757676505413000000,1757676563903000000,0.0
Indexes.stubs.lookups,1757676505413000000,1757676563903000000,0.0
Indexes.entries.lookupDurationAvgMs,1757676505413000000,1757676563903000000,0.0
Indexes.stubs.lookupDuration90PMs,1757676505413000000,1757676563903000000,0.0
Indexes.allKeys.lookups,1757676505413000000,1757676563903000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1757676505413000000,1757676563903000000,0.0
Indexes.entries.lookupDuration90PMs,1757676505413000000,1757676563903000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1757676505413000000,1757676563903000000,0.0
Indexes.entries.lookupDurationMaxMs,1757676505413000000,1757676563903000000,0.0
Indexes.stubs.lookupDurationMaxMs,1757676505413000000,1757676563903000000,0.0
Indexes.entries.lookups,1757676505413000000,1757676563903000000,0.0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1757676505413000000,1757676563903000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1757676505413000000,1757676563903000000,5
jps.artifact.entities.serializer.save.entities.ms,1757676505413000000,1757676563903000000,0
workspaceModel.load.cache.metadata.from.file.ms,1757676505413000000,1757676563903000000,13
workspaceModel.moduleBridge.update.option.ms,1757676505413000000,1757676563903000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1757676505413000000,1757676563903000000,20
workspaceModel.moduleBridgeLoader.loading.modules.ms,1757676505413000000,1757676563903000000,154
workspaceModel.moduleManagerBridge.build.module.graph.ms,1757676505413000000,1757676563903000000,1
workspaceModel.global.updates.ms,1757676505413000000,1757676563903000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1757676505413000000,1757676563903000000,1
jps.load.initial.state.ms,1757676505413000000,1757676563903000000,2
jps.facet.change.listener.init.bridge.ms,1757676505413000000,1757676563903000000,0
jps.global.get.library.by.name.ms,1757676505413000000,1757676563903000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1757676505413000000,1757676563903000000,3
jps.module.iml.entities.serializer.save.entities.ms,1757676505413000000,1757676563903000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1757676505413000000,1757676563903000000,0
jps.project.serializers.save.ms,1757676505413000000,1757676563903000000,1
workspaceModel.mutableEntityStorage.to.snapshot.ms,1757676505413000000,1757676563903000000,1
jps.apply.loaded.storage.ms,1757676505413000000,1757676563903000000,9
workspaceModel.save.cache.to.file.ms,1757676505413000000,1757676563903000000,16
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1757676505413000000,1757676563903000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1757676505413000000,1757676563903000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1757676505413000000,1757676563903000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1757676505413000000,1757676563903000000,0
jps.facet.change.listener.before.change.events.ms,1757676505413000000,1757676563903000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1757676505413000000,1757676563903000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1757676505413000000,1757676563903000000,0
jps.global.get.library.ms,1757676505413000000,1757676563903000000,0
jps.save.global.entities.ms,1757676505413000000,1757676563903000000,0
jps.app.storage.content.reader.load.component.ms,1757676505413000000,1757676563903000000,0
workspaceModel.load.cache.from.file.ms,1757676505413000000,1757676563903000000,65
jps.module.iml.entities.serializer.load.entities.ms,1757676505413000000,1757676563903000000,7
workspaceModel.moduleManagerBridge.newModule.ms,1757676505413000000,1757676563903000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1757676505413000000,1757676563903000000,0
jps.global.get.libraries.ms,1757676505413000000,1757676563903000000,0
jps.global.initialize.library.bridges.after.loading.ms,1757676505413000000,1757676563903000000,0
jps.global.handle.changed.events.ms,1757676505413000000,1757676563903000000,0
workspaceModel.global.apply.state.to.project.ms,1757676505413000000,1757676563903000000,18
workspaceModel.mutableEntityStorage.add.diff.ms,1757676505413000000,1757676563903000000,3
workspaceModel.orphan.listener.update.ms,1757676505413000000,1757676563903000000,2
workspaceModel.sync.entities.ms,1757676505413000000,1757676563903000000,0
workspaceModel.mutableEntityStorage.entities.ms,1757676505413000000,1757676563903000000,0
jps.library.entities.serializer.save.entities.ms,1757676505413000000,1757676563903000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1757676505413000000,1757676563903000000,0
jps.load.project.to.empty.storage.ms,1757676505413000000,1757676563903000000,34
workspaceModel.mutableEntityStorage.has.same.entities.ms,1757676505413000000,1757676563903000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1757676505413000000,1757676563903000000,44
jps.global.handle.before.change.events.ms,1757676505413000000,1757676563903000000,0
jps.library.entities.serializer.load.entities.ms,1757676505413000000,1757676563903000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1757676505413000000,1757676563903000000,1
workspaceModel.mutableEntityStorage.collect.changes.ms,1757676505413000000,1757676563903000000,1
jps.project.serializers.load.ms,1757676505413000000,1757676563903000000,13
jps.reload.project.entities.ms,1757676505413000000,1757676563903000000,0
jps.storage.jps.conf.reader.load.component.ms,1757676505413000000,1757676563903000000,3
workspaceModel.moduleManagerBridge.create.module.instance.ms,1757676505413000000,1757676563903000000,0
jps.global.initialize.library.bridges.ms,1757676505413000000,1757676563903000000,0
jps.save.changed.project.entities.ms,1757676505413000000,1757676563903000000,1
jps.artifact.entities.serializer.load.entities.ms,1757676505413000000,1757676563903000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1757676505413000000,1757676563903000000,0
jps.app.storage.content.writer.save.component.ms,1757676505413000000,1757676563903000000,0
workspaceModel.moduleBridge.before.changed.ms,1757676505413000000,1757676563903000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1757676505413000000,1757676563903000000,0
jps.facet.change.listener.process.change.events.ms,1757676505413000000,1757676563903000000,0
workspaceModel.global.updates.count,1757676505413000000,1757676563903000000,0
